transaction id,room id,customer name,amount,time of transaction,description
4,garden-terrace-050,Isaac,95.64,2026-02-20T21:21:00Z,dinner
5,garden-terrace-050,Nina,136.61,2026-02-20T23:11:00Z,dinner
6,garden-terrace-050,Marcus,164.34,2026-02-21T04:02:00Z,dinner
0,northstar-hub-051,Isaac,101.52,2026-02-21T12:48:00Z,rideshare
1,northstar-hub-051,George,173.63,2026-02-21T18:10:00Z,dinner
2,northstar-hub-051,Zoe,82.28,2026-02-21T19:23:00Z,groceries
3,northstar-hub-051,Liam,55.03,2026-02-21T21:54:00Z,coffee
4,northstar-hub-051,Nina,116.38,2026-02-22T02:40:00Z,groceries
5,northstar-hub-051,Zoe,23.38,2026-02-22T03:48:00Z,board games
6,northstar-hub-051,Avery,113.02,2026-02-22T05:09:00Z,laundry
7,northstar-hub-051,Chloe,87.59,2026-02-22T11:01:00Z,museum entry
0,coral-court-052,Sofia,114.30,2026-02-22T12:35:00Z,movie tickets
1,coral-court-052,Owen,178.69,2026-02-22T13:12:00Z,coffee
2,coral-court-052,Liam,27.61,2026-02-22T14:18:00Z,rideshare
3,coral-court-052,Maya,184.56,2026-02-22T16:16:00Z,cleaning supplies
4,coral-court-052,Owen,171.18,2026-02-22T20:49:00Z,gas
5,coral-court-052,Pedro,7.45,2026-02-22T21:42:00Z,ice cream
6,coral-court-052,Amina,10.07,2026-02-22T23:53:00Z,house supplies
7,coral-court-052,Maya,148.75,2026-02-23T00:32:00Z,museum entry
0,silver-springs-053,Isaac,57.21,2026-02-23T16:52:00Z,movie tickets
1,silver-springs-053,Isaac,113.43,2026-02-23T22:16:00Z,pizza
2,silver-springs-053,Owen,157.69,2026-02-23T22:39:00Z,groceries
3,silver-springs-053,Nina,11.24,2026-02-24T01:20:00Z,late-night food
4,silver-springs-053,Marcus,115.45,2026-02-24T02:05:00Z,groceries
5,silver-springs-053,Marcus,156.79,2026-02-24T03:49:00Z,pizza
6,silver-springs-053,Noah,11.02,2026-02-24T05:29:00Z,snacks
7,silver-springs-053,Avery,35.47,2026-02-24T08:57:00Z,museum entry
8,silver-springs-053,Priya,177.18,2026-02-24T11:46:00Z,ice cream
0,elm-grove-054,Pedro,48.00,2026-02-24T14:25:00Z,ice cream
1,elm-grove-054,Liam,161.83,2026-02-24T18:15:00Z,pizza
2,elm-grove-054,Priya,156.89,2026-02-24T23:45:00Z,groceries
3,elm-grove-054,Fatima,168.37,2026-02-25T05:25:00Z,board games
4,elm-grove-054,Nina,176.69,2026-02-25T10:32:00Z,laundry
0,moonstone-manor-055,Zoe,73.47,2026-02-25T15:31:00Z,coffee
1,moonstone-manor-055,Zoe,103.01,2026-02-25T16:36:00Z,brunch
2,moonstone-manor-055,Zoe,56.02,2026-02-25T21:49:00Z,laundry
3,moonstone-manor-055,Elena,49.17,2026-02-25T23:07:00Z,ice cream
4,moonstone-manor-055,Pedro,174.89,2026-02-25T23:26:00Z,breakfast
0,birch-bungalow-056,Isaac,69.37,2026-02-26T17:18:00Z,pizza
1,birch-bungalow-056,Fatima,18.92,2026-02-26T20:35:00Z,gas
2,birch-bungalow-056,Owen,38.56,2026-02-26T23:25:00Z,movie tickets
3,birch-bungalow-056,Zoe,65.03,2026-02-27T02:07:00Z,dinner
4,birch-bungalow-056,Daniel,123.29,2026-02-27T06:22:00Z,beach gear
5,birch-bungalow-056,Liam,53.95,2026-02-27T09:16:00Z,ice cream
6,birch-bungalow-056,Julian,161.63,2026-02-27T09:55:00Z,house supplies
7,birch-bungalow-056,Fatima,130.63,2026-02-27T14:57:00Z,parking
8,birch-bungalow-056,Maya,113.35,2026-02-27T18:26:00Z,utilities
9,birch-bungalow-056,Pedro,77.82,2026-02-27T22:26:00Z,coffee
0,skylight-flat-057,Elena,76.91,2026-02-27T17:56:00Z,snacks
1,skylight-flat-057,Daniel,175.82,2026-02-27T20:43:00Z,brunch
2,skylight-flat-057,Priya,141.78,2026-02-28T01:24:00Z,board games
3,skylight-flat-057,Pedro,105.10,2026-02-28T04:46:00Z,dinner
4,skylight-flat-057,Nina,157.96,2026-02-28T07:00:00Z,dinner
5,skylight-flat-057,Noah,148.51,2026-02-28T08:40:00Z,rideshare
6,skylight-flat-057,Chloe,126.72,2026-02-28T10:37:00Z,museum entry
7,skylight-flat-057,Julian,52.84,2026-02-28T13:03:00Z,rideshare
0,seabreeze-lodge-058,Priya,153.67,2026-02-28T13:38:00Z,utilities
1,seabreeze-lodge-058,Sofia,30.99,2026-02-28T18:41:00Z,board games
2,seabreeze-lodge-058,Leah,22.58,2026-02-28T20:37:00Z,parking
3,seabreeze-lodge-058,Chloe,102.98,2026-02-28T21:01:00Z,rideshare
4,seabreeze-lodge-058,Priya,105.25,2026-02-28T22:03:00Z,pizza
5,seabreeze-lodge-058,Priya,7.43,2026-03-01T01:54:00Z,brunch
6,seabreeze-lodge-058,Maya,111.33,2026-03-01T02:33:00Z,gas
7,seabreeze-lodge-058,Chloe,146.91,2026-03-01T04:57:00Z,parking
8,seabreeze-lodge-058,Priya,148.15,2026-03-01T08:07:00Z,movie tickets
9,seabreeze-lodge-058,Zoe,144.53,2026-03-01T08:57:00Z,gas
0,terracotta-home-059,Maya,50.46,2026-03-01T16:02:00Z,laundry
1,terracotta-home-059,Maya,70.24,2026-03-01T21:07:00Z,breakfast
2,terracotta-home-059,Priya,139.89,2026-03-02T00:26:00Z,late-night food
3,terracotta-home-059,Maya,81.19,2026-03-02T03:00:00Z,groceries
4,terracotta-home-059,Fatima,10.14,2026-03-02T05:59:00Z,board games
5,terracotta-home-059,Maya,151.04,2026-03-02T07:46:00Z,groceries
6,terracotta-home-059,Pedro,39.78,2026-03-02T09:22:00Z,beach gear
7,terracotta-home-059,Pedro,9.81,2026-03-02T14:15:00Z,utilities
8,terracotta-home-059,Liam,128.13,2026-03-02T15:42:00Z,pizza
0,misty-harbor-060,Owen,104.43,2026-03-02T17:48:00Z,utilities
1,misty-harbor-060,Priya,150.33,2026-03-02T23:45:00Z,beach gear
2,misty-harbor-060,Amina,108.90,2026-03-03T01:28:00Z,parking
3,misty-harbor-060,Amina,170.20,2026-03-03T06:06:00Z,groceries
4,misty-harbor-060,Amina,175.89,2026-03-03T09:41:00Z,dinner
5,misty-harbor-060,Sofia,106.25,2026-03-03T14:10:00Z,parking
0,alpine-retreat-061,Leah,102.32,2026-03-03T15:55:00Z,gas
1,alpine-retreat-061,George,121.26,2026-03-03T20:12:00Z,dinner
2,alpine-retreat-061,Avery,25.09,2026-03-03T23:07:00Z,brunch
3,alpine-retreat-061,Owen,128.83,2026-03-04T02:29:00Z,dinner
4,alpine-retreat-061,Leah,174.33,2026-03-04T04:46:00Z,museum entry
5,alpine-retreat-061,Priya,141.96,2026-03-04T08:35:00Z,dinner
6,alpine-retreat-061,Owen,89.66,2026-03-04T13:10:00Z,ice cream
7,alpine-retreat-061,Julian,61.51,2026-03-04T19:08:00Z,parking
8,alpine-retreat-061,Liam,131.57,2026-03-04T23:41:00Z,groceries
0,sunset-loft-062,Priya,125.87,2026-03-04T18:00:00Z,parking
1,sunset-loft-062,Pedro,73.10,2026-03-04T23:09:00Z,ice cream
2,sunset-loft-062,Priya,126.06,2026-03-05T01:34:00Z,cleaning supplies
3,sunset-loft-062,Nina,170.15,2026-03-05T06:33:00Z,dinner
4,sunset-loft-062,Julian,132.90,2026-03-05T11:53:00Z,gas
5,sunset-loft-062,Nina,88.10,2026-03-05T14:59:00Z,house supplies
6,sunset-loft-062,Pedro,65.68,2026-03-05T18:08:00Z,cleaning supplies
7,sunset-loft-062,Fatima,173.97,2026-03-05T23:27:00Z,parking
8,sunset-loft-062,Noah,107.86,2026-03-06T02:35:00Z,breakfast
9,sunset-loft-062,Leah,5.31,2026-03-06T05:36:00Z,snacks
0,maple-house-063,George,38.00,2026-03-05T15:39:00Z,museum entry
1,maple-house-063,Noah,169.72,2026-03-05T20:26:00Z,dinner
2,maple-house-063,Amina,50.21,2026-03-05T21:27:00Z,utilities
3,maple-house-063,Chloe,18.51,2026-03-06T02:05:00Z,coffee
4,maple-house-063,Noah,16.63,2026-03-06T04:34:00Z,coffee
5,maple-house-063,Owen,114.23,2026-03-06T06:40:00Z,brunch
6,maple-house-063,Noah,91.72,2026-03-06T07:51:00Z,snacks
7,maple-house-063,Priya,87.34,2026-03-06T08:50:00Z,parking
8,maple-house-063,Avery,156.94,2026-03-06T10:52:00Z,movie tickets
9,maple-house-063,Sofia,101.64,2026-03-06T15:05:00Z,house supplies
0,bluebird-suite-064,Sofia,119.88,2026-03-06T13:14:00Z,board games
1,bluebird-suite-064,Elena,88.43,2026-03-06T17:47:00Z,pizza
2,bluebird-suite-064,Elena,126.52,2026-03-06T20:55:00Z,brunch
3,bluebird-suite-064,Priya,20.03,2026-03-06T21:15:00Z,house supplies
4,bluebird-suite-064,Pedro,49.22,2026-03-06T22:27:00Z,coffee
5,bluebird-suite-064,Owen,149.85,2026-03-07T01:34:00Z,brunch
6,bluebird-suite-064,Isaac,175.93,2026-03-07T05:38:00Z,house supplies
0,harbor-view-065,Noah,155.20,2026-03-07T13:01:00Z,parking
1,harbor-view-065,Daniel,157.04,2026-03-07T16:31:00Z,brunch
2,harbor-view-065,Chloe,14.11,2026-03-07T21:33:00Z,ice cream
3,harbor-view-065,Marcus,89.95,2026-03-07T23:26:00Z,snacks
4,harbor-view-065,Maya,16.78,2026-03-08T01:49:00Z,brunch
5,harbor-view-065,Nina,133.15,2026-03-08T04:56:00Z,breakfast
6,harbor-view-065,Maya,51.23,2026-03-08T06:18:00Z,movie tickets
7,harbor-view-065,Owen,27.21,2026-03-08T06:54:00Z,board games
0,canyon-cabin-066,Fatima,158.26,2026-03-08T17:39:00Z,ice cream
1,canyon-cabin-066,Owen,136.32,2026-03-08T18:16:00Z,cleaning supplies
2,canyon-cabin-066,George,14.20,2026-03-08T22:21:00Z,ice cream
3,canyon-cabin-066,Nina,40.01,2026-03-08T22:46:00Z,rideshare
4,canyon-cabin-066,Owen,29.68,2026-03-09T01:10:00Z,coffee
5,canyon-cabin-066,Isaac,143.44,2026-03-09T07:03:00Z,rideshare
6,canyon-cabin-066,Chloe,14.16,2026-03-09T09:23:00Z,rideshare
0,cedar-lodge-067,Avery,129.25,2026-03-09T16:02:00Z,brunch
1,cedar-lodge-067,Amina,41.88,2026-03-09T19:17:00Z,movie tickets
2,cedar-lodge-067,Priya,42.98,2026-03-10T00:18:00Z,dinner
3,cedar-lodge-067,Zoe,154.73,2026-03-10T01:43:00Z,ice cream
4,cedar-lodge-067,Pedro,32.57,2026-03-10T03:14:00Z,breakfast
0,orchard-flat-068,Julian,12.74,2026-03-10T15:07:00Z,laundry
1,orchard-flat-068,Daniel,173.84,2026-03-10T18:19:00Z,cleaning supplies
2,orchard-flat-068,Chloe,77.07,2026-03-10T23:36:00Z,gas
3,orchard-flat-068,Elena,160.85,2026-03-11T00:59:00Z,cleaning supplies
4,orchard-flat-068,Daniel,148.25,2026-03-11T03:11:00Z,cleaning supplies
5,orchard-flat-068,Nina,144.26,2026-03-11T08:18:00Z,movie tickets
0,riverview-den-069,Marcus,30.52,2026-03-11T15:20:00Z,pizza
1,riverview-den-069,Pedro,52.92,2026-03-11T20:52:00Z,rideshare
2,riverview-den-069,Zoe,128.66,2026-03-12T00:35:00Z,groceries
3,riverview-den-069,Zoe,178.01,2026-03-12T02:43:00Z,groceries
4,riverview-den-069,Sofia,42.37,2026-03-12T06:01:00Z,parking
5,riverview-den-069,Avery,93.95,2026-03-12T06:25:00Z,laundry
6,riverview-den-069,Marcus,161.39,2026-03-12T09:11:00Z,cleaning supplies
0,golden-hall-070,Owen,51.88,2026-03-12T16:19:00Z,ice cream
1,golden-hall-070,Leah,85.23,2026-03-12T18:39:00Z,coffee
2,golden-hall-070,Avery,130.15,2026-03-12T23:26:00Z,coffee
3,golden-hall-070,Marcus,156.32,2026-03-13T01:14:00Z,breakfast
4,golden-hall-070,Priya,136.10,2026-03-13T03:50:00Z,house supplies
5,golden-hall-070,Fatima,27.71,2026-03-13T06:53:00Z,beach gear
6,golden-hall-070,Julian,128.26,2026-03-13T12:22:00Z,house supplies
0,pine-studio-071,Nina,117.89,2026-03-13T15:46:00Z,board games
1,pine-studio-071,Chloe,166.48,2026-03-13T21:39:00Z,coffee
2,pine-studio-071,Isaac,118.30,2026-03-13T23:22:00Z,beach gear
3,pine-studio-071,Leah,61.61,2026-03-14T05:04:00Z,cleaning supplies
4,pine-studio-071,Liam,23.20,2026-03-14T06:50:00Z,movie tickets
5,pine-studio-071,Amina,74.86,2026-03-14T11:39:00Z,gas
0,willow-nook-072,Liam,14.76,2026-03-14T13:07:00Z,groceries
1,willow-nook-072,Marcus,28.42,2026-03-14T15:19:00Z,dinner
2,willow-nook-072,Daniel,140.13,2026-03-14T18:20:00Z,museum entry
3,willow-nook-072,Zoe,163.35,2026-03-14T21:31:00Z,brunch
4,willow-nook-072,Marcus,147.58,2026-03-15T00:05:00Z,museum entry
0,meadow-place-073,Priya,129.45,2026-03-15T13:33:00Z,brunch
1,meadow-place-073,Amina,172.40,2026-03-15T19:02:00Z,ice cream
2,meadow-place-073,Avery,159.66,2026-03-16T00:50:00Z,late-night food
3,meadow-place-073,Sofia,9.57,2026-03-16T05:46:00Z,parking
4,meadow-place-073,Maya,64.25,2026-03-16T10:20:00Z,gas
5,meadow-place-073,Avery,26.87,2026-03-16T11:14:00Z,board games
6,meadow-place-073,Avery,58.14,2026-03-16T14:48:00Z,board games
7,meadow-place-073,Marcus,77.43,2026-03-16T20:29:00Z,snacks
8,meadow-place-073,Chloe,169.94,2026-03-17T02:00:00Z,late-night food
9,meadow-place-073,Owen,67.38,2026-03-17T02:49:00Z,laundry
0,granite-home-074,Avery,160.88,2026-03-16T15:35:00Z,house supplies
1,granite-home-074,Avery,49.51,2026-03-16T19:16:00Z,brunch
2,granite-home-074,Avery,49.62,2026-03-16T22:16:00Z,coffee
3,granite-home-074,Daniel,40.73,2026-03-17T00:39:00Z,board games
4,granite-home-074,Isaac,56.93,2026-03-17T02:45:00Z,beach gear
5,granite-home-074,Amina,149.03,2026-03-17T03:41:00Z,house supplies
6,granite-home-074,Amina,133.97,2026-03-17T06:15:00Z,board games
7,granite-home-074,Sofia,50.47,2026-03-17T07:11:00Z,late-night food
8,granite-home-074,Pedro,158.94,2026-03-17T08:06:00Z,gas
0,driftwood-bungalow-075,Amina,73.99,2026-03-17T16:43:00Z,beach gear
1,driftwood-bungalow-075,George,142.43,2026-03-17T17:04:00Z,utilities
2,driftwood-bungalow-075,Maya,40.08,2026-03-17T18:17:00Z,groceries
3,driftwood-bungalow-075,Fatima,181.96,2026-03-17T22:31:00Z,gas
4,driftwood-bungalow-075,Daniel,66.35,2026-03-18T00:10:00Z,museum entry
0,oak-commons-076,Isaac,127.50,2026-03-18T14:08:00Z,house supplies
1,oak-commons-076,Avery,73.85,2026-03-18T14:37:00Z,laundry
2,oak-commons-076,Noah,174.97,2026-03-18T19:47:00Z,parking
3,oak-commons-076,Owen,166.67,2026-03-18T20:47:00Z,snacks
4,oak-commons-076,Isaac,47.18,2026-03-19T01:29:00Z,parking
5,oak-commons-076,Elena,114.53,2026-03-19T05:38:00Z,laundry
6,oak-commons-076,Avery,181.19,2026-03-19T11:19:00Z,cleaning supplies
7,oak-commons-076,Zoe,109.77,2026-03-19T16:09:00Z,coffee
0,lighthouse-room-077,George,170.56,2026-03-19T15:44:00Z,brunch
1,lighthouse-room-077,Owen,62.34,2026-03-19T19:25:00Z,groceries
2,lighthouse-room-077,Daniel,143.17,2026-03-19T23:48:00Z,dinner
3,lighthouse-room-077,Amina,40.05,2026-03-20T02:06:00Z,rideshare
4,lighthouse-room-077,Priya,164.09,2026-03-20T03:59:00Z,dinner
5,lighthouse-room-077,Marcus,163.77,2026-03-20T05:57:00Z,board games
6,lighthouse-room-077,Maya,169.76,2026-03-20T06:16:00Z,laundry
0,redwood-haven-078,Marcus,169.53,2026-03-20T15:40:00Z,brunch
1,redwood-haven-078,Liam,23.93,2026-03-20T17:02:00Z,house supplies
2,redwood-haven-078,Avery,154.67,2026-03-20T18:47:00Z,house supplies
3,redwood-haven-078,Liam,71.80,2026-03-20T22:32:00Z,dinner
4,redwood-haven-078,George,175.87,2026-03-21T00:19:00Z,groceries
5,redwood-haven-078,Isaac,30.81,2026-03-21T03:12:00Z,pizza
6,redwood-haven-078,Isaac,38.14,2026-03-21T08:28:00Z,museum entry
0,summit-base-079,Nina,99.37,2026-03-21T15:05:00Z,pizza
1,summit-base-079,Isaac,168.33,2026-03-21T20:44:00Z,beach gear
2,summit-base-079,Liam,178.91,2026-03-21T22:21:00Z,parking
3,summit-base-079,Maya,135.67,2026-03-22T01:05:00Z,house supplies
4,summit-base-079,Liam,145.10,2026-03-22T06:02:00Z,gas
5,summit-base-079,Amina,42.54,2026-03-22T06:47:00Z,coffee
6,summit-base-079,Nina,126.05,2026-03-22T09:04:00Z,laundry
7,summit-base-079,Liam,176.00,2026-03-22T12:09:00Z,beach gear
8,summit-base-079,Liam,98.60,2026-03-22T14:02:00Z,snacks
0,garden-terrace-080,Daniel,19.76,2026-03-22T14:38:00Z,ice cream
1,garden-terrace-080,Daniel,58.45,2026-03-22T16:33:00Z,utilities
2,garden-terrace-080,Avery,152.43,2026-03-22T20:54:00Z,snacks
3,garden-terrace-080,Isaac,32.88,2026-03-23T00:52:00Z,coffee
4,garden-terrace-080,Elena,42.00,2026-03-23T01:20:00Z,late-night food
5,garden-terrace-080,Liam,16.24,2026-03-23T04:49:00Z,movie tickets
0,northstar-hub-081,Avery,178.62,2026-03-23T13:19:00Z,snacks
1,northstar-hub-081,Nina,71.80,2026-03-23T18:35:00Z,rideshare
2,northstar-hub-081,Liam,161.38,2026-03-23T23:53:00Z,pizza
3,northstar-hub-081,Owen,24.38,2026-03-24T04:48:00Z,utilities
4,northstar-hub-081,Chloe,104.81,2026-03-24T10:38:00Z,dinner
5,northstar-hub-081,Noah,106.37,2026-03-24T16:18:00Z,house supplies
6,northstar-hub-081,Nina,118.71,2026-03-24T21:01:00Z,house supplies
7,northstar-hub-081,Avery,26.51,2026-03-24T22:50:00Z,gas
8,northstar-hub-081,Julian,61.14,2026-03-25T04:03:00Z,pizza
9,northstar-hub-081,Fatima,100.59,2026-03-25T09:25:00Z,laundry
0,coral-court-082,Pedro,101.59,2026-03-24T12:39:00Z,groceries
1,coral-court-082,Liam,33.08,2026-03-24T14:35:00Z,house supplies
2,coral-court-082,Isaac,129.68,2026-03-24T18:48:00Z,parking
3,coral-court-082,Isaac,25.47,2026-03-24T21:00:00Z,laundry
4,coral-court-082,Leah,131.32,2026-03-24T21:22:00Z,board games
5,coral-court-082,Elena,33.97,2026-03-25T02:02:00Z,movie tickets
6,coral-court-082,Liam,118.88,2026-03-25T02:20:00Z,coffee
7,coral-court-082,Amina,43.53,2026-03-25T04:10:00Z,brunch
8,coral-court-082,Marcus,22.26,2026-03-25T05:35:00Z,pizza
0,silver-springs-083,Sofia,37.70,2026-03-25T17:13:00Z,ice cream
1,silver-springs-083,George,98.14,2026-03-25T17:55:00Z,pizza
2,silver-springs-083,Daniel,171.86,2026-03-25T20:58:00Z,coffee
3,silver-springs-083,Chloe,74.48,2026-03-25T23:25:00Z,ice cream
4,silver-springs-083,Amina,108.42,2026-03-26T04:05:00Z,rideshare
5,silver-springs-083,Leah,124.15,2026-03-26T05:07:00Z,gas
6,silver-springs-083,George,27.47,2026-03-26T05:51:00Z,gas
7,silver-springs-083,Chloe,87.04,2026-03-26T06:58:00Z,beach gear
0,elm-grove-084,Liam,125.41,2026-03-26T15:48:00Z,groceries
1,elm-grove-084,Maya,131.56,2026-03-26T17:21:00Z,utilities
2,elm-grove-084,Daniel,157.78,2026-03-26T22:24:00Z,board games
3,elm-grove-084,Elena,87.45,2026-03-27T00:24:00Z,beach gear
4,elm-grove-084,Nina,94.49,2026-03-27T05:29:00Z,brunch
5,elm-grove-084,Isaac,6.10,2026-03-27T07:20:00Z,house supplies
6,elm-grove-084,Nina,16.45,2026-03-27T13:20:00Z,dinner
0,moonstone-manor-085,Amina,24.73,2026-03-27T13:40:00Z,board games
1,moonstone-manor-085,Elena,114.83,2026-03-27T14:52:00Z,pizza
2,moonstone-manor-085,Avery,14.82,2026-03-27T15:38:00Z,movie tickets
3,moonstone-manor-085,Avery,142.44,2026-03-27T21:21:00Z,museum entry
4,moonstone-manor-085,Sofia,179.15,2026-03-27T23:24:00Z,beach gear
5,moonstone-manor-085,Liam,10.44,2026-03-28T02:03:00Z,dinner
6,moonstone-manor-085,Noah,61.00,2026-03-28T08:00:00Z,beach gear
7,moonstone-manor-085,Zoe,173.84,2026-03-28T10:31:00Z,board games
0,birch-bungalow-086,Fatima,120.14,2026-03-28T15:17:00Z,pizza
1,birch-bungalow-086,Chloe,43.98,2026-03-28T15:34:00Z,laundry
2,birch-bungalow-086,Priya,8.95,2026-03-28T19:10:00Z,pizza
3,birch-bungalow-086,Nina,122.64,2026-03-28T22:17:00Z,gas
4,birch-bungalow-086,Owen,153.11,2026-03-29T03:01:00Z,utilities
0,skylight-flat-087,Liam,52.58,2026-03-29T17:59:00Z,parking
1,skylight-flat-087,Priya,49.31,2026-03-29T19:47:00Z,museum entry
2,skylight-flat-087,Isaac,170.25,2026-03-30T01:02:00Z,groceries
3,skylight-flat-087,Zoe,53.69,2026-03-30T05:16:00Z,cleaning supplies
4,skylight-flat-087,Nina,111.98,2026-03-30T10:11:00Z,coffee
5,skylight-flat-087,Noah,32.25,2026-03-30T14:08:00Z,dinner
6,skylight-flat-087,Zoe,103.33,2026-03-30T16:56:00Z,rideshare
7,skylight-flat-087,Marcus,179.75,2026-03-30T20:41:00Z,utilities
8,skylight-flat-087,Fatima,47.00,2026-03-30T21:06:00Z,laundry
9,skylight-flat-087,Isaac,11.41,2026-03-30T22:42:00Z,rideshare
0,seabreeze-lodge-088,Julian,18.09,2026-03-30T16:34:00Z,house supplies
1,seabreeze-lodge-088,Sofia,95.03,2026-03-30T18:25:00Z,brunch
2,seabreeze-lodge-088,Marcus,142.65,2026-03-31T00:20:00Z,board games
3,seabreeze-lodge-088,George,87.20,2026-03-31T01:05:00Z,parking
4,seabreeze-lodge-088,Avery,95.87,2026-03-31T01:30:00Z,breakfast
0,terracotta-home-089,Zoe,147.72,2026-03-31T13:11:00Z,groceries
1,terracotta-home-089,Owen,122.61,2026-03-31T18:48:00Z,groceries
2,terracotta-home-089,Pedro,133.80,2026-03-31T23:47:00Z,brunch
3,terracotta-home-089,Elena,34.25,2026-04-01T03:39:00Z,brunch
4,terracotta-home-089,Leah,32.81,2026-04-01T06:57:00Z,gas
5,terracotta-home-089,Amina,104.73,2026-04-01T08:53:00Z,cleaning supplies
0,misty-harbor-090,Pedro,166.43,2026-04-01T15:48:00Z,movie tickets
1,misty-harbor-090,Fatima,44.97,2026-04-01T18:24:00Z,cleaning supplies
2,misty-harbor-090,Fatima,44.79,2026-04-01T21:53:00Z,brunch
3,misty-harbor-090,Owen,18.90,2026-04-02T00:18:00Z,museum entry
4,misty-harbor-090,Nina,81.42,2026-04-02T03:55:00Z,house supplies
5,misty-harbor-090,Owen,38.17,2026-04-02T05:46:00Z,coffee
6,misty-harbor-090,Leah,33.46,2026-04-02T09:01:00Z,late-night food
7,misty-harbor-090,Daniel,171.19,2026-04-02T13:32:00Z,coffee
8,misty-harbor-090,Nina,75.60,2026-04-02T14:04:00Z,rideshare
9,misty-harbor-090,Nina,51.07,2026-04-02T15:29:00Z,brunch
0,alpine-retreat-091,Nina,175.09,2026-04-02T16:29:00Z,utilities
1,alpine-retreat-091,George,21.36,2026-04-02T16:58:00Z,snacks
2,alpine-retreat-091,Maya,67.94,2026-04-02T20:49:00Z,ice cream
3,alpine-retreat-091,Noah,51.28,2026-04-03T00:11:00Z,gas
4,alpine-retreat-091,Nina,110.03,2026-04-03T04:43:00Z,movie tickets
5,alpine-retreat-091,Julian,53.26,2026-04-03T09:17:00Z,ice cream
6,alpine-retreat-091,Noah,58.58,2026-04-03T11:35:00Z,house supplies
7,alpine-retreat-091,Elena,6.52,2026-04-03T13:31:00Z,parking
8,alpine-retreat-091,Leah,81.98,2026-04-03T16:58:00Z,beach gear
0,sunset-loft-092,George,70.94,2026-04-03T15:16:00Z,brunch
1,sunset-loft-092,Zoe,145.51,2026-04-03T15:37:00Z,pizza
2,sunset-loft-092,Chloe,106.09,2026-04-03T19:01:00Z,museum entry
3,sunset-loft-092,Sofia,167.63,2026-04-03T20:14:00Z,utilities
4,sunset-loft-092,Pedro,143.22,2026-04-04T01:41:00Z,laundry
5,sunset-loft-092,Nina,35.67,2026-04-04T04:23:00Z,laundry
6,sunset-loft-092,Daniel,85.96,2026-04-04T07:07:00Z,board games
7,sunset-loft-092,Priya,105.82,2026-04-04T07:55:00Z,brunch
0,maple-house-093,Maya,132.61,2026-04-04T16:04:00Z,cleaning supplies
1,maple-house-093,Isaac,28.79,2026-04-04T17:39:00Z,ice cream
2,maple-house-093,Marcus,128.17,2026-04-04T20:03:00Z,groceries
3,maple-house-093,Leah,80.11,2026-04-04T23:51:00Z,board games
4,maple-house-093,Noah,54.70,2026-04-05T03:21:00Z,laundry
5,maple-house-093,Pedro,108.33,2026-04-05T08:39:00Z,movie tickets
6,maple-house-093,Zoe,17.97,2026-04-05T13:05:00Z,pizza
0,bluebird-suite-094,Isaac,161.26,2026-04-05T16:59:00Z,late-night food
1,bluebird-suite-094,Elena,70.12,2026-04-05T18:45:00Z,brunch
2,bluebird-suite-094,Marcus,180.10,2026-04-05T21:49:00Z,movie tickets
3,bluebird-suite-094,Fatima,121.23,2026-04-06T02:47:00Z,laundry
4,bluebird-suite-094,Owen,25.78,2026-04-06T08:02:00Z,cleaning supplies
5,bluebird-suite-094,Priya,90.24,2026-04-06T10:35:00Z,museum entry
6,bluebird-suite-094,Leah,111.49,2026-04-06T13:52:00Z,late-night food
7,bluebird-suite-094,Nina,150.17,2026-04-06T17:06:00Z,gas
8,bluebird-suite-094,Owen,150.71,2026-04-06T18:22:00Z,pizza
0,harbor-view-095,Maya,160.64,2026-04-06T17:38:00Z,late-night food
1,harbor-view-095,Maya,181.76,2026-04-06T21:57:00Z,house supplies
2,harbor-view-095,Nina,130.95,2026-04-07T03:29:00Z,beach gear
3,harbor-view-095,Pedro,43.42,2026-04-07T07:02:00Z,late-night food
4,harbor-view-095,Sofia,29.62,2026-04-07T11:12:00Z,pizza
5,harbor-view-095,Julian,156.11,2026-04-07T15:20:00Z,dinner
6,harbor-view-095,Pedro,11.54,2026-04-07T19:25:00Z,gas
7,harbor-view-095,Avery,103.87,2026-04-07T21:48:00Z,laundry
8,harbor-view-095,Isaac,149.61,2026-04-08T00:05:00Z,pizza
0,canyon-cabin-096,Nina,116.53,2026-04-07T13:50:00Z,groceries
1,canyon-cabin-096,Julian,108.69,2026-04-07T17:03:00Z,utilities
2,canyon-cabin-096,George,165.04,2026-04-07T20:23:00Z,late-night food
3,canyon-cabin-096,Isaac,181.16,2026-04-08T01:42:00Z,movie tickets
4,canyon-cabin-096,Owen,169.16,2026-04-08T07:38:00Z,breakfast
5,canyon-cabin-096,Nina,166.51,2026-04-08T09:04:00Z,late-night food
6,canyon-cabin-096,Maya,184.55,2026-04-08T14:02:00Z,laundry
7,canyon-cabin-096,Fatima,14.20,2026-04-08T18:23:00Z,laundry
8,canyon-cabin-096,Amina,82.09,2026-04-08T23:47:00Z,breakfast
0,cedar-lodge-097,Marcus,91.42,2026-04-08T15:05:00Z,gas
1,cedar-lodge-097,George,71.73,2026-04-08T20:41:00Z,museum entry
2,cedar-lodge-097,Owen,107.30,2026-04-08T22:38:00Z,house supplies
3,cedar-lodge-097,Avery,120.34,2026-04-09T03:23:00Z,gas
